time,avg_roam_time_min,area_to_destroy_12.4min,area_to_destroy_24.8min,area_to_destroy_30.0min,missiles_remaining,mated_missiles_remaining,retaliation_prob
2021/01/20-14:57,6.6,"52,552","130,464","173,703",33,15,0.8843
2021/01/20-14:58,7.0,"55,481","134,984","178,890",33,14,0.8230
2021/01/20-14:59,7.7,"60,521","142,834","187,919",35,15,0.8843
2021/01/20-15:00,8.4,"65,788","150,911","197,174",36,17,0.9649
2021/01/20-15:01,6.4,"52,939","130,586","173,714",31,18,0.9807
2021/01/20-15:02,7.2,"57,829","138,287","182,593",33,15,0.8843
2021/01/20-15:03,7.9,"62,947","146,214","191,699",35,16,0.9363
2021/01/20-15:04,8.6,"68,290","154,368","201,031",36,19,0.9893
2021/01/20-15:05,9.4,"73,861","162,749","210,591",37,19,0.9893
2021/01/20-15:06,6.1,"50,746","127,279","169,940",31,15,0.8843
2021/01/20-15:07,6.8,"55,546","134,890","178,730",33,19,0.9893
2021/01/20-15:08,7.4,"59,744","141,368","186,164",34,16,0.9363
2021/01/20-15:09,8.2,"64,955","149,389","195,364",35,19,0.9893
2021/01/20-15:10,8.9,"70,393","157,638","204,790",37,18,0.9807
2021/01/20-15:11,6.4,"53,707","131,566","174,783",31,15,0.8843
2021/01/20-15:12,7.2,"58,615","139,284","183,679",33,13,0.7512
2021/01/20-15:13,7.6,"61,940","144,359","189,488",34,17,0.9649
2021/01/20-15:14,8.4,"67,271","152,553","198,883",36,18,0.9807
2021/01/20-15:15,9.1,"72,832","160,978","208,508",37,17,0.9649
2021/01/20-15:16,6.2,"52,995","130,059","172,942",31,17,0.9649
2021/01/20-15:17,7.0,"57,894","137,821","181,905",34,17,0.9649
2021/01/20-15:18,6.8,"55,611","134,849","178,644",34,13,0.7512
2021/01/20-15:19,7.6,"60,685","142,786","187,782",35,17,0.9649
2021/01/20-15:20,8.3,"64,917","148,364","193,729",35,17,0.9649
2021/01/20-15:21,5.9,"48,535","123,021","164,628",30,14,0.8230
2021/01/20-15:22,6.6,"53,250","130,547","173,332",33,18,0.9807
2021/01/20-15:23,6.4,"51,508","127,904","170,311",31,16,0.9363
2021/01/20-15:24,7.1,"56,707","136,899","181,094",33,17,0.9649
2021/01/20-15:25,7.9,"61,803","144,805","190,179",35,18,0.9807
2021/01/20-15:26,6.4,"53,511","131,212","174,362",31,14,0.8230
