time,avg_roam_time_min,area_to_destroy_12.4min,area_to_destroy_24.8min,area_to_destroy_30.0min,missiles_remaining,mated_missiles_remaining,retaliation_prob
2021/01/20-12:27,5.3,"14,325","38,294","51,796",0,0,0.0000
2021/01/20-12:28,6.0,"15,810","40,697","54,584",1,1,0.0000
2021/01/20-12:29,6.6,"17,157","42,806","57,012",2,1,0.0000
2021/01/20-12:30,7.4,"18,778","45,344","59,935",4,3,0.0001
2021/01/20-12:31,4.5,"13,033","36,677","50,170",0,0,0.0000
2021/01/20-12:32,5.2,"14,440","39,001","52,879",0,0,0.0000
2021/01/20-12:33,6.0,"15,921","41,400","55,663",1,0,0.0000
2021/01/20-12:34,6.7,"17,476","43,873","58,520",3,2,0.0000
2021/01/20-12:35,7.4,"19,105","46,419","61,452",6,4,0.0020
2021/01/20-12:36,4.8,"13,563","37,535","51,166",0,0,0.0000
2021/01/20-12:37,5.5,"14,996","39,886","53,902",0,0,0.0000
2021/01/20-12:38,6.2,"16,504","42,311","56,712",2,1,0.0000
2021/01/20-12:39,7.0,"18,085","44,811","59,596",4,1,0.0000
2021/01/20-12:40,7.7,"19,849","47,814","63,183",6,3,0.0001
2021/01/20-12:41,4.6,"13,379","37,501","51,258",0,0,0.0000
2021/01/20-12:42,5.4,"14,799","39,838","53,980",0,0,0.0000
2021/01/20-12:43,6.1,"16,292","42,249","56,776",2,2,0.0000
2021/01/20-12:44,6.8,"17,860","44,734","59,646",4,3,0.0001
2021/01/20-12:45,7.6,"19,501","47,293","62,590",6,4,0.0020
2021/01/20-12:46,4.6,"13,233","37,268","50,989",0,0,0.0000
2021/01/20-12:47,5.3,"14,646","39,598","53,704",0,0,0.0000
2021/01/20-12:48,6.0,"16,132","42,003","56,493",2,1,0.0000
2021/01/20-12:49,6.8,"17,693","44,481","59,356",4,2,0.0000
2021/01/20-12:50,7.5,"19,328","47,033","62,293",6,3,0.0001
2021/01/20-12:51,4.6,"13,342","37,698","51,618",0,0,0.0000
2021/01/20-12:52,5.3,"14,754","40,029","54,333",0,0,0.0000
2021/01/20-12:53,6.0,"16,241","42,433","57,122",2,2,0.0000
2021/01/20-12:54,6.8,"17,801","44,911","59,986",4,3,0.0001
2021/01/20-12:55,7.5,"19,454","47,499","62,965",7,6,0.0384
2021/01/20-12:56,4.4,"13,087","37,306","51,167",0,0,0.0000
2021/01/20-12:57,5.1,"14,243","38,953","52,957",0,0,0.0000
2021/01/20-12:58,5.8,"15,710","41,338","55,727",2,0,0.0000
2021/01/20-12:59,6.6,"17,251","43,796","58,570",3,2,0.0000
2021/01/20-13:00,7.3,"18,866","46,329","61,488",6,2,0.0000
2021/01/20-13:01,4.5,"12,996","36,605","50,083",0,0,0.0000
2021/01/20-13:02,5.2,"14,418","38,962","52,833",0,0,0.0000
2021/01/20-13:03,6.0,"15,916","41,395","55,657",1,0,0.0000
2021/01/20-13:04,6.7,"17,489","43,903","58,557",3,2,0.0000
2021/01/20-13:05,7.5,"19,137","46,486","61,533",6,2,0.0000
2021/01/20-13:06,4.6,"13,204","36,986","50,537",0,0,0.0000
